8 53.586 1294.692
8 48.17893 1322.897
8 75.34021 3378.112
8 93.96168 12391.34
8 44.94788 1148.421
8 45.15484 1331.455
8 23.27764 117.6385
8 39.16034 713.4139
8 66.60328 4052.283
8 23.1111 88.28657
8 69.21721 3987.376
9 22.09078 27.33312
9 11.72733 5.478102
9 40.61414 205.865
9 13.33824 7.536514
9 81.12224 832.3142
9 27.19602 48.24533
9 5.084081 0.7182371
9 6.463212 1.259728
9 73.99464 713.5738
9 1.733452 0.04754182
9 89.05965 1373.669
9 11.24436 3.696813
9 55.49331 288.2795
9 33.67393 73.36706
9 7.243169 2.141318
10 8.589741 4.332921
10 66.19521 1391.644
10 56.69719 869.4442
10 45.18184 645.2477
10 85.04276 3672.106
10 16.10263 24.58966
10 93.28277 3909.363
10 48.70552 723.4304
10 97.61774 3566.378
10 39.62046 339.5271
10 1.277622 0.01988959
10 88.10342 4276.488
10 87.54625 2696.812
10 25.7566 89.58839
10 11.95921 12.22879
11 0.009966269 3.525386e-09
11 73.30786 8837.633
11 89.8676 13581.64
11 70.71223 8336.848
11 97.95101 20118.24
11 17.81886 166.3388
11 69.54133 7127.717
11 11.16208 29.51378
11 97.95718 24461.26
11 18.30805 143.0097
11 66.53475 11055.6
11 34.19465 1472.355
11 31.7471 601.4957
11 51.73329 3015.372
11 98.8622 23015.83
12 11.33472 19.43145
12 58.50401 6576.367
12 40.56577 1926.403
12 28.07701 732.6569
12 66.72946 13211.65
12 26.01743 430.2813
12 44.95135 3082.492
12 12.1604 27.69414
12 16.70248 129.2862
12 26.61761 371.5463
12 6.18576 3.019372
12 21.23799 298.5637
12 49.98453 3922.277
12 25.48873 460.4943
12 52.86759 4985.002
13 10.60171 30.16327
13 1.220964 0.01905629
13 86.58734 37188.18
13 52.50056 6445.755
13 35.53573 1444.999
13 73.28749 14640.48
13 90.48143 43557.47
13 63.74148 12452.72
13 48.86099 3600.192
13 24.71239 527.3417
13 21.30848 297.1426
13 83.15826 40228.3
13 64.94018 11274.17
13 3.893143 0.8133101
13 20.09805 220.0676
14 39.47345 137.3967
14 48.77115 277.0352
14 60.50262 929.8912
14 44.26336 254.2479
14 83.73226 1337.736
14 60.17059 644.5214
14 42.94588 247.955
14 86.98761 1285.789
14 29.845 109.6411
14 15.09729 9.679784
14 9.600286 4.763973
14 23.34152 38.97775
14 41.72878 173.6889
14 4.009043 0.4126062
14 54.20628 368.3217
15 22.15544 847.3124
15 22.21144 548.4742
15 16.9293 317.0452
15 76.05662 43454.24
15 91.88317 111997.9
15 7.578259 12.69877
15 19.01351 515.0179
15 75.22485 39436.76
15 90.96215 78684.78
15 45.73412 7668.655
15 9.52821 19.28717
15 97.70048 124332.4
15 42.39123 4858.276
15 69.38328 34981.01
15 4.905672 2.322345
16 16.7301 20.45336
16 52.42453 306.669
16 3.914934 0.4593181
16 52.11718 309.6866
16 28.73324 63.18022
16 29.23068 86.92774
16 23.0121 45.41398
16 4.990378 0.9292528
16 64.30593 687.7801
16 49.2054 384.7531
16 17.3418 25.5297
16 69.53309 908.5164
16 78.19345 1257.188
16 93.57026 2183.815
16 45.97459 281.372
17 72.37957 36099.86
17 57.00804 16934.46
17 9.040381 26.04031
17 15.97817 246.9846
17 86.82668 80777.18
17 79.38206 52909.22
17 71.91882 43297.75
17 23.70763 672.477
17 59.72796 18984.41
17 78.10457 58038.54
17 86.49159 55743.59
17 97.24334 98548.25
17 25.6107 1070.441
17 50.16497 9560.495
17 56.02797 19537.52
18 52.15356 943.9735
18 73.01927 1327.231
18 82.16233 2675.25
18 14.31468 17.475
18 29.06618 172.7154
18 68.29464 2094.84
18 69.6209 1930.732
18 41.30428 471.2517
18 27.83682 114.1568
18 73.14469 2225.22
18 37.8056 355.1421
18 43.00043 320.025
18 38.68383 259.2324
18 39.29882 340.9128
18 17.091 27.72887
19 7.438654 4.113977
19 87.47094 3122.577
19 20.44528 52.21405
19 49.11776 536.599
19 86.19662 2281.476
19 6.314315 1.840219
19 35.94921 250.7017
19 28.9994 102.4786
19 40.04694 353.009
19 53.41067 836.9404
19 10.44855 7.561276
19 93.11976 4298.657
19 82.69035 2491.849
19 11.86634 11.61214
19 30.92871 103.8815
20 93.85222 8738.81
20 52.38294 2098.207
20 42.53393 979.8594
20 79.49438 6333.723
20 79.50339 8048.758
20 44.10755 1059.959
20 47.21078 2758.161
20 12.80798 25.65098
20 37.95841 562.924
20 10.05866 13.22965
20 21.70674 118.652
20 68.31679 6935.17
20 52.64571 2137.454
20 29.53908 412.8887
20 32.98661 401.7457
